id,is_hotel,country,currency,city,opening_hours,good_for_family,accept_credit_card,parking,outdoor_seating,wifi,wheelchair_accessible,price1,price2,lat,lng,locale,cdate
fb1171550a7ad65f5533d24345e7677c5353168d,1,tw,TWD,新北市,0,1,1,1,0,1,1,1100,2200,25.2,121.6,zh_TW,2627
8239c2381e09ba5a298eb9ebefa88de9976105a5,0,tw,TWD,新北市,420,1,1,1,0,1,0,300,400,25.0,121.52,zh_TW,2082
85709eabedeb5c761b424baa16db3bccd6144fd4,1,tw,TWD,台中市,1020,1,1,1,0,1,1,563,736,24.23,120.94,zh_TW,2995
8a035d8ccfaae36efff1cdcc6f02f318f35abd64,1,tw,TWD,台中市,2700,1,1,1,0,1,1,379,564,24.14,120.59,zh_TW,2874
56a3a7c9675c5aca5e98ea3d9aa77610ec04183a,0,tw,TWD,台中市,510,1,1,1,0,1,0,499,1000,24.23,120.94,zh_TW,2458
4f9809dc8d71d5554ee3f7d1dfc103430d61b4e0,1,tw,TWD,台中市,480,1,1,1,0,1,0,380,900,24.23,120.94,zh_TW,2374
7914c82d735fa1e956fc707aab3bf9f0d59875d1,1,tw,TWD,台中市,480,1,1,1,0,1,0,658,856,24.21,120.65,zh_TW,2121
d90b1c08c2b92d5aefa740d07ca61ef2eaa220d1,1,tw,TWD,台北市,690,1,1,1,0,0,0,377,543,25.05,121.53,zh_TW,2248
f03cce918e3b5e7f9c4c2eef892aa732b0c19ddb,1,tw,TWD,台南市,480,1,1,1,0,0,1,506,869,23.04,120.24,zh_TW,2731
ce931af6fd49ce6b1292ccbce4f12f04eac1dfbe,1,tw,TWD,新竹市,840,1,1,1,0,1,1,496,703,24.78,121.02,zh_TW,2991
8f66716b1e27403a7274cbf98cf5782083c9ce9a,1,tw,TWD,新竹市,860,1,1,1,0,1,1,641,864,24.81,120.98,zh_TW,2877
4cb5a42d24713b9dea707e2c07a1e849272c20f5,1,tw,TWD,新竹市,930,1,1,1,0,1,1,500,2000,24.81,120.97,zh_TW,2452
bb974967d1f63edbd841a954413027e9d9bf4903,1,tw,TWD,新竹縣,720,1,1,1,0,1,1,880,1100,24.82,121.03,zh_TW,2587
204269fabcb7d62c7cee6fd1a1663ce7072a6882,1,tw,TWD,桃園縣,300,1,1,1,0,1,1,500,1000,25.02,121.31,zh_TW,2375
2fb57cfa4c443f43056edb7c62af18591818fc25,1,tw,TWD,高雄市,600,1,1,1,0,1,0,780,950,22.73,120.41,zh_TW,2397
e2439d1c446b3fd8ab10db5d595e56c0f6330933,1,hk,HKD,香港,780,1,1,0,0,1,0,300,500,22.31,114.17,zh_TW,2233
83e9e5741e3617547fc0a76520eec07ed53511ad,1,hk,HKD,香港,1005,1,1,1,0,1,0,150,450,22.28,114.17,zh_TW,2227
29ea25c786254d91ab28db9505d855795535e3e0,1,hk,HKD,香港,1050,0,0,0,0,0,0,300,500,22.25,114.17,zh_TW,2203
e8889a6a7d9197e66d0dd7889a27c742987b2bc8,1,tw,TWD,高雄市,950,1,1,1,0,1,1,298,400,22.67,120.31,zh_TW,2669
67036ee1eddcc31cd30ce47c8b68735ec2d2a47f,1,tw,TWD,台中市,1800,1,1,1,0,1,0,500,800,24.23,120.94,zh_TW,2374
b8c7583ca49450245366aa45c8f0bd05bf7bdcbb,1,tw,TWD,台北市,330,1,1,0,1,1,0,277,533,25.04,121.62,zh_TW,2785
14087eb2baf89b7671c3bbd14feda0a9a9276b11,0,tw,TWD,台中市,810,1,1,1,0,0,0,448,565,24.18,120.65,zh_TW,2864
417b5dbd79cb7eaabf930e3d098ccc554f451d26,0,tw,TWD,台中市,780,1,1,0,0,0,0,379,533,24.14,120.66,zh_TW,2863
8d6e0bcd450f5766b932bf7222f3427a293068e5,0,tw,TWD,台北市,1140,1,1,0,0,0,0,422,555,25.06,121.54,zh_TW,2865
6164af551911dab2dec39cb305cadc70983c8aad,0,tw,TWD,台北市,1260,1,1,0,0,1,0,419,574,25.09,121.56,zh_TW,2865
d3f7e83a9ca00f7de4e5e6222e932acd58b2d902,0,tw,TWD,台北市,1230,1,1,0,0,1,0,395,539,25.02,121.53,zh_TW,2864
54debb1125015359df574c457ed382da0ce2d5b4,0,tw,TWD,台北市,780,1,1,0,0,0,0,374,532,25.03,121.55,zh_TW,2864
d3292c6f9aef26eff3ae8d4d36bc30757a061316,0,tw,TWD,台北市,0,1,1,0,0,0,0,397,540,25.1,121.52,zh_TW,2863
b206828dca3c2dd219f882d1067d223a7d2f2fed,0,tw,TWD,台北市,630,1,1,0,0,1,0,415,531,25.05,121.56,zh_TW,2863
18b49c02ddbc323a0d6f3dab27781e0681a1be2d,0,tw,TWD,台北市,780,1,1,1,0,0,1,413,520,25.06,121.53,zh_TW,2851
6c0f6a69800f8ec1534692f9506e687d6ac60e3e,0,tw,TWD,台北市,1260,1,1,0,0,1,0,416,562,25.04,121.55,zh_TW,2851
0a0275c0439bcad6baf71fcdb6374db1b98f1936,0,tw,TWD,台北市,690,1,1,1,0,0,0,389,543,25.07,121.53,zh_TW,2851
c58cd36ff657cec43e10c3a10b2ac346ce5badac,0,tw,TWD,台南市,0,1,0,1,0,1,1,450,550,22.99,120.18,zh_TW,2702
31c3c6d399a59d550b43ba00f746e4784d22c8d0,0,tw,TWD,宜蘭縣,1500,1,1,0,0,0,1,374,504,24.75,121.76,zh_TW,2865
fade154167130137419610cbfd084939811e708b,0,tw,TWD,新北市,780,1,0,1,0,1,0,382,528,25.0,121.42,zh_TW,3039
83826b66d6120d049b21cdf1d7560ff025f9b1b4,0,tw,TWD,新北市,780,1,0,1,0,0,0,395,524,24.97,121.54,zh_TW,3005
03d09c8043879c226ca932ccd9d212a279ec5c81,0,tw,TWD,新北市,720,1,1,0,0,1,0,394,527,25.09,121.46,zh_TW,2863
96d0422ab2f4103e82aedba022a76eea56fc9501,0,tw,TWD,新北市,780,1,1,0,0,0,0,388,524,25.17,121.44,zh_TW,2863
15117cc7bb3ddc223f80616d7e07ee2014f82080,0,tw,TWD,新北市,780,1,0,0,0,1,0,400,547,25.07,121.5,zh_TW,2814
f05fab9721afa14181151770b83eae4be7b7465a,0,tw,TWD,桃園縣,1260,1,1,0,0,1,0,381,522,24.96,121.22,zh_TW,2864
369a0d4db62705d4989f6bef3ee291f7cc45f512,0,tw,TWD,桃園縣,840,1,1,0,0,0,1,351,512,24.99,121.31,zh_TW,2864
4cee1e0b44ba326541cd73b4454e0c92817929b7,0,tw,TWD,桃園縣,540,1,0,0,0,0,0,412,610,25.06,121.37,zh_TW,2863
6ad3d5cf309776993ba167e6e53e278468975589,1,tw,TWD,高雄市,630,0,0,0,0,0,0,381,509,22.62,120.3,zh_TW,2864
e0f762a3757c939ebf70b08351d531af8549385b,1,tw,TWD,新北市,1230,1,1,0,0,1,1,688,1688,25.2,121.69,zh_TW,2086
7a4bdd6f9d392334fcec46291d78bd6bc2b8a452,1,tw,TWD,桃園縣,360,1,1,1,0,1,1,462,625,24.96,121.22,zh_TW,3845
c485643401435b411a3a3a09d5d3d1213a8fd88c,0,tw,TWD,台北市,540,1,1,1,0,1,1,405,521,25.09,121.56,zh_TW,3207
fe230aa38ebf31c978d0f58bd6fd5ab9e7ec1e66,1,tw,TWD,台中市,2970,1,1,1,0,1,1,1280,1880,24.16,120.64,zh_TW,2473
64e91e058685e8391ed1248403b1863e82762588,1,tw,TWD,高雄市,780,1,1,1,0,1,0,528,715,22.63,120.3,zh_TW,2115
a028259c3b19c6a5ecf20bdd414ff3a2cb9285ea,1,tw,TWD,新竹市,840,1,1,1,0,1,0,500,800,24.82,120.98,zh_TW,2256
10ac4544f68bc70e4f077a4a8ab57a213ff0225e,0,tw,TWD,高雄市,0,1,1,1,0,1,0,457,593,22.67,120.3,zh_TW,3472
6fdcc6c69e800a100235abfd05423adae4b9dbf1,1,tw,TWD,南投縣,570,1,1,1,1,1,1,787,989,23.87,120.92,zh_TW,3436
e572a63d32338506896fc75facf5cab8a5ec6ded,1,tw,TWD,新北市,450,1,1,1,0,1,1,672,791,25.19,121.68,zh_TW,3766
3f47d2e07cb819918f27eb7237903685d4210374,1,tw,TWD,台北市,810,1,1,1,0,1,1,547,758,25.05,121.52,zh_TW,3132
dea8ce93bfe3b40da0cca953fd9d30811d680373,1,tw,TWD,台北市,1440,1,1,1,0,1,1,1100,1500,25.04,121.56,zh_TW,2467
f7ad4a8663cc07948e6047d3477b88c5ce4441ed,1,tw,TWD,台北市,990,1,1,1,1,1,1,1500,2000,25.04,121.57,zh_TW,2254
2a79b499202e8cc38d9d02225cd2951cc949c7b0,1,tw,TWD,台南市,390,1,1,1,0,1,1,675,870,23.0,120.21,zh_TW,3425
029957684d4dffb49d126a539d48f93418e5fa2b,1,tw,TWD,桃園縣,1050,1,1,1,0,1,1,580,783,25.07,121.22,zh_TW,2827
aba7325e68b497b7a60bc8b8261fc01e05c3a247,1,tw,TWD,苗栗縣,340,1,1,1,0,1,1,349,557,24.69,120.89,zh_TW,3240
7afae6d7a0d8c89a11e34e539249308acafcf2c1,1,hk,HKD,香港,1050,0,1,1,0,1,0,250,300,22.32,114.18,zh_TW,2227
18d16244d581b3fa3dadb97b1f7f53b5a4c015c8,1,tw,TWD,台中市,1620,1,1,1,0,1,0,464,669,24.23,120.94,zh_TW,3847
b954508c39e35069948b783ccaa376fae48e98f2,1,tw,TWD,台中市,1470,1,1,1,0,1,1,500,706,24.18,120.62,zh_TW,3726
df6ee61242a4c2aa7aaaa88783e8e1eecdf841e9,1,tw,TWD,台中市,960,1,1,1,0,1,0,334,472,24.19,120.67,zh_TW,3246
10affa82e2ec7e6b7ee1902d2e40097d50637376,1,tw,TWD,台北市,1290,1,1,1,0,1,0,615,877,25.11,121.53,zh_TW,3831
e62ec915c7340821572fa0d23e6f36d81e76af0e,1,tw,TWD,台北市,540,1,1,1,0,1,0,900,1200,25.06,121.55,zh_TW,3326
7c0079d1f506b211d53c00694577415061d78435,1,tw,TWD,台北市,0,1,1,1,0,1,0,541,722,25.04,121.54,zh_TW,2884
9a72c43ebb1a031d953e687c46a633688a97205c,1,tw,TWD,台北市,480,1,1,1,0,1,1,691,904,25.04,121.54,zh_TW,2884
33c10880da7542ea71c7f3682494825c53a9a0e9,1,tw,TWD,台北市,660,1,1,1,0,0,1,1091,1347,25.05,121.54,zh_TW,2815
a4968b10b53abd061bb07d9a82a6f2d4a3ec8f14,1,tw,TWD,台北市,1140,1,1,1,1,1,1,580,880,25.08,121.56,zh_TW,2251
e3276b5a062be34b4500ec6d65724fd32162ed38,1,tw,TWD,台南市,780,1,1,1,0,0,0,603,775,23.0,120.21,zh_TW,2837
6e72e2484465f493da330e3ac6a0e5516b065d5d,1,tw,TWD,桃園縣,870,1,1,1,0,1,1,580,780,24.99,121.31,zh_TW,3536
d80ca3da415ebfa56577b52eb982f9d204434618,1,tw,TWD,桃園縣,510,1,1,1,0,1,1,346,521,24.96,121.22,zh_TW,3438
1b2bf13a6e89a3d570c68619daa264a65648a385,1,tw,TWD,高雄市,0,1,1,1,0,1,1,700,960,22.62,120.29,zh_TW,2421
87065339cff3a5691fca769a5d60081dfaf46e7b,1,tw,TWD,新北市,570,1,1,1,0,1,0,650,750,25.06,121.64,zh_TW,2431
c0a3f079df0089ad413eb15cf6f3e95ccf0f982f,0,tw,TWD,高雄市,690,1,1,1,0,1,0,418,748,22.62,120.28,zh_TW,2103
c7c8176a9d8a86e042cc49db8fa2bc2838d0d1b0,1,th,THB,%,0,1,1,1,0,1,0,780,1750,13.73,100.57,zh_TW,2138
3cb1d45b10d7bcfd864112f7e88ad14e4abb96c8,1,tw,TWD,上海市,390,0,0,0,0,0,0,1500,2000,31.19,121.39,zh_TW,2909
80f34dd68eecf3445050da92c0262d6131b3d051,1,tw,TWD,上海市,390,0,0,0,0,0,0,1000,1500,31.22,121.45,zh_TW,2909
f3837c4489cc6c4587dfb8a92a060585c182ccc1,1,tw,TWD,台北市,3990,1,1,1,0,1,1,713,976,25.05,121.52,zh_TW,3781
7dc1a4c0508c06e5bdf58ae411da83f57bc9aeda,1,tw,TWD,台北市,660,1,1,1,1,1,1,581,812,25.04,121.51,zh_TW,3311
b7f94cbb8d0ed6ebb0420391e08bdcf27557beda,1,tw,TWD,台北市,180,1,1,1,0,1,1,300,700,25.04,121.56,zh_TW,2467
c1978bdbe451101a8da71c96eff738fca68a0ae6,1,tw,TWD,基隆市,600,1,1,1,0,1,1,475,640,25.13,121.75,zh_TW,2783
7d818d2829ca905756e1d6b92efc07f904ef58a7,1,tw,TWD,花蓮縣,360,1,1,1,0,1,1,748,858,23.99,121.62,zh_TW,3438
d584ebfc3e12c2f28bccc14b98a881432b7ce7dd,1,tw,TWD,高雄市,510,1,1,1,0,1,1,550,800,22.66,120.3,zh_TW,3201
800cbaa68fe445ec62e2b687fa174f993fbc8441,1,tw,TWD,上海市,390,0,0,0,0,0,0,1500,2000,0.0,0.0,zh_TW,2909
4a01f31c45bd7037d45f1fb073788d8505f727d8,1,tw,TWD,台中市,0,1,1,1,0,1,1,494,656,24.14,120.59,zh_TW,2874
35a824d536cf8c92d336bc21846422addb947296,1,tw,TWD,台北市,1260,1,1,0,0,0,0,440,550,25.05,121.53,zh_TW,2248
49f9d4376e89961cc3d2f14b7a35b209fc54997d,1,tw,TWD,新北市,330,1,1,1,0,1,1,405,550,25.0,121.49,zh_TW,3249
f19cdc02d65ce75baf5b3de3140c66cc44f6e20a,1,tw,TWD,台中市,570,1,1,1,0,1,1,300,700,24.18,120.64,zh_TW,2232
6226c66ab55933ea09433a05f01dc2d601b60b4a,1,tw,TWD,高雄市,0,1,1,1,0,1,1,517,702,22.63,120.32,zh_TW,3096
3e83615d94100597091159732a74fb0ff20358c8,0,tw,TWD,台北市,420,1,1,0,0,0,0,355,468,25.04,121.54,zh_TW,3781
414b236ecfce478705a258c181e78bd27ae7e790,0,tw,TWD,台北市,180,1,1,0,0,0,0,342,478,25.02,121.53,zh_TW,3781
affe79ba6ec65803a50bcaf6372a7504601dfa78,0,tw,TWD,台北市,2160,1,1,0,1,0,0,396,525,25.09,121.53,zh_TW,3781
9d205a940791543568c1410911e98a48112c2e97,0,tw,TWD,台北市,1140,1,1,0,0,0,0,374,520,25.06,121.53,zh_TW,3881
e79e3299e09c0516d272263ef848165853ed76da,0,tw,TWD,台北市,2160,1,1,1,0,0,0,462,528,25.01,121.54,zh_TW,2395
3536847261e7951fcfdd5cd5e8f96c80417f080b,0,tw,TWD,台中市,360,1,1,1,0,1,1,362,566,24.13,120.65,zh_TW,2692
e08338ba1d699350daa85de3b846c1e3471f28a8,0,tw,TWD,台中市,720,1,1,1,0,0,1,500,1000,24.04,120.72,zh_TW,2654
b4c2780797423d8fca36379865acede445224d63,1,tw,TWD,台北市,900,1,1,1,0,0,0,517,740,25.04,121.54,zh_TW,2785
5ca9ac6b7e0c3400f8e8fc0f53906394fd3243fa,0,tw,TWD,台北市,720,1,1,1,0,0,1,500,1000,25.05,121.54,zh_TW,2654
babb6bd2f3a5a9309f0df9e4a393a358414dc3da,1,tw,TWD,台北市,825,1,1,1,0,1,1,600,3000,25.05,121.52,zh_TW,2621
e1f9571e47b0fb00ae12d868d8e6d9dd1c8e7342,0,tw,TWD,台北市,660,1,1,0,0,0,0,100,1000,25.05,121.51,zh_TW,2585
1d6055d379b36cc6bdd1d393a7a3e19d21c526ec,0,tw,TWD,台南市,720,1,1,1,0,0,1,500,1000,22.97,120.22,zh_TW,2654
bc538d532a93599c1d0bf5b822c11ad57e290805,0,tw,TWD,新北市,720,1,1,1,0,0,1,500,1000,25.01,121.52,zh_TW,2654
1e56daf32e88b88b945139f0df40096de24eb579,1,tw,TWD,桃園縣,300,1,1,1,0,1,1,250,700,25.02,121.31,zh_TW,2465
9cbc11d2c07147727b98770a5e92fdb76f7c7516,0,tw,TWD,高雄市,1350,1,1,1,0,1,1,500,1000,22.63,120.32,zh_TW,2654
a7684b2f40208dc21e30052ef80e83cee031da93,1,tw,TWD,高雄市,420,1,1,1,0,1,1,500,2000,22.73,120.41,zh_TW,2157
f066338b692b0134f7162e65f6e53461b41817d7,0,tw,TWD,高雄市,960,1,1,0,0,1,1,150,380,22.65,120.35,zh_TW,2095
5fb405851c446ef7983ad20c6b92065aa82b2d05,1,tw,TWD,台北市,420,1,1,1,0,0,1,760,1349,25.05,121.52,zh_TW,3434
358c285b748297f1727a786d6c56166d8f6b331f,1,tw,TWD,台中市,330,1,1,1,0,1,1,473,836,24.18,120.62,zh_TW,3726
4ed3edfb8482155fa1bb6879b0e2119af912dff2,1,tw,TWD,台南市,30,1,0,0,0,0,0,325,425,22.99,120.2,zh_TW,3781
c16962b01ed3e700cd54bc650814a3d1b26261dd,1,tw,TWD,台北市,420,1,1,1,0,1,1,726,1305,25.09,121.56,zh_TW,3781
78c2507877a865e14a65527998dec1837a2289c0,1,tw,TWD,南投縣,380,1,1,1,1,1,1,781,1143,23.87,120.92,zh_TW,3436
cb30291939fbcc65c4af34774c539779f7807ab0,1,tw,TWD,台中市,360,1,1,1,0,1,1,588,1008,24.18,120.62,zh_TW,3726
14338e97c5403ad662fdb9bbf7ee9012154155ba,1,tw,TWD,台南市,390,1,1,1,0,1,0,500,1000,23.04,120.24,zh_TW,3781
62c4215a3b4b9168c82cac978508235f7784ce97,0,tw,TWD,台南市,450,1,1,1,0,1,1,375,500,23.02,120.21,zh_TW,3921
ebf3dce38943fc70ff15e8917fe993d3f53c5ce4,0,tw,TWD,台南市,420,1,1,1,0,1,1,525,1000,22.96,120.22,zh_TW,3691
9a4abfeabf7252071892db363da6ecdc7013fad6,1,tw,TWD,新北市,180,1,1,1,0,1,1,480,880,25.2,121.6,zh_TW,2627
ff07d6093bc79e3da786a89c97bff131c137c74a,0,tw,TWD,台北市,570,1,1,0,0,0,0,411,655,25.04,121.55,zh_TW,3784
fb8973ab817e2ce1c1cd0beae90484781b5ebcf5,0,tw,TWD,台北市,570,1,1,0,0,0,0,380,626,25.06,121.53,zh_TW,3781
77b63b6b71bc10159292683871568371842d6c1d,1,tw,TWD,高雄市,1050,1,1,1,0,1,1,400,610,22.67,120.3,zh_TW,3937
bd632e1d69093140434e9e7e4c3fa7e355340c03,1,tw,TWD,台北市,420,1,1,1,0,1,1,772,1595,25.06,121.53,zh_TW,3710
c0ccf66667e819010a6ae9e98ff12b51b3a0ad66,1,tw,TWD,台北市,1770,1,1,1,0,0,1,800,1321,25.08,121.56,zh_TW,3364
7beebd4b537afebbc0db80a03f083d3758bff02c,0,tw,TWD,台北市,0,1,1,1,0,1,1,670,1056,25.05,121.54,zh_TW,3188
32feb9ac9dec249f56cf5cdfb957a7d9a4c21f17,0,tw,TWD,台北市,480,1,1,1,0,1,1,368,546,25.05,121.54,zh_TW,3188
407436737b5b8ef7494471f7c31c0a5b32d06fc7,1,tw,TWD,台北市,1020,1,1,1,0,0,1,418,627,25.08,121.56,zh_TW,3188
8c3fb8f2e9ba569af19aebdd39b5be75d030e103,0,tw,TWD,台南市,660,1,1,0,1,1,1,220,360,22.98,120.22,zh_TW,3517
8eb2b60d25d45bd3dc43cade91306971b9407358,1,tw,TWD,新北市,360,1,1,1,0,1,1,484,810,25.04,121.46,zh_TW,3438
60c6b0646a5c0806beca6aa92bf8fe2998603435,1,tw,TWD,新北市,1050,0,0,0,0,0,0,450,500,25.01,121.48,en_US,2068
7abe4ae6f4b95d9db23d4f074f1f739dc8d26bc7,1,tw,TWD,新竹市,810,1,1,1,0,1,1,700,3000,24.81,120.97,zh_TW,2380
69567ee53faf467cca1fa525766e4d7c20b39064,1,tw,TWD,桃園縣,360,1,1,1,0,1,1,477,847,24.96,121.22,zh_TW,3438
5d1db0c1eab35c7d4f8341acd306a53381be4b7d,1,tw,TWD,高雄市,420,0,1,1,0,1,1,464,691,22.62,120.3,zh_TW,3781
930ebbc06720ba6a92e4c1b6f48a4b75b194ab98,0,tw,TWD,高雄市,1020,1,1,1,0,0,1,398,676,22.62,120.3,zh_TW,3188
eddb0b0662ba82c66f52f487dbd4e593c5f34fad,1,tw,TWD,高雄市,420,1,1,0,0,1,1,457,711,22.63,120.28,zh_TW,3143
f96cf850a9a3eff8f20e06bb7021c57583006c0d,0,tw,TWD,高雄市,840,1,1,1,0,1,1,300,500,22.59,120.31,zh_TW,2552
ea5561da545f4dc3552e80f6a1b98fe7bced5a6a,1,tw,TWD,高雄市,360,1,1,1,0,1,1,400,500,22.63,120.31,zh_TW,2220
0e0bbe8e3f8b57a7dfa95fab5f95358bf07b8de6,0,tw,TWD,台北市,600,1,1,1,0,1,0,350,700,25.03,121.56,zh_TW,2770
f78909357cc1513932a08a62ad36620fb048e5d6,0,tw,TWD,高雄市,1860,1,1,1,0,0,0,680,1500,22.63,120.31,zh_TW,2250
40d9ef9e9d8541c726806be0573e73a802fa72d1,0,tw,TWD,%,0,0,1,1,0,1,0,280,680,25.03,121.56,zh_TW,2328
9fc803182965ff9ef871d8ec1fec852151758f57,1,tw,TWD,新北市,840,0,1,1,0,1,1,275,524,25.0,121.49,zh_TW,3249
d6c73c409151e066cce10077ca425ca6272f639d,0,tw,TWD,台中市,1140,1,1,0,1,0,1,330,573,24.23,120.94,zh_TW,3440
939c2ebd70b1dece92f5739dfc62d3807a4fdcb0,0,tw,TWD,高雄市,720,1,1,1,0,1,0,324,570,22.67,120.3,zh_TW,3248
9950f631d849da6355c6676505c99e73accb669f,0,tw,TWD,台南市,0,1,0,0,0,1,0,120,300,22.98,120.21,zh_TW,2657
97e04459ccac35366bec67a69eb607f9282c6919,0,tw,TWD,台南市,0,1,0,0,0,1,1,120,400,22.99,120.23,zh_TW,2657
ae7aa850cb4226b76f89e9ea7fa3617b01064e7b,0,tw,TWD,高雄市,1230,1,0,0,0,1,0,300,1290,22.65,120.29,zh_TW,2158
